0,0,0,0,0,0,0,0,0,0
5,0.500000,4,0.020000,0.000000,0,0.000000,0,-0.046188,-0.028698
7,1.270000,5,0.200000,1073.910000,1,0.000000,0,-0.075073,-0.053624
12,0.990000,5,0.020000,2.690000,5,0.000000,1,-0.065184,-0.048732
4,1.000000,1,0.000000,0.000000,0,0.000000,2,-0.057549,-0.036759
4,1.200000,5,0.000000,0.000000,0,0.000000,0,-0.046188,-0.028698
28,0.150000,5,0.050000,22.030000,10,32.450000,2,-0.051300,-0.034586
2,0.550000,2,0.000000,860.700000,1,0.000000,0,-0.041928,-0.027691
2,1.000000,1,0.000000,0.000000,0,0.000000,0,-0.044010,-0.026868
1,1.000000,1,0.000000,0.000000,0,0.000000,0,-0.044010,-0.026868
3,0.850000,2,0.000000,0.000000,0,80.850000,1,-0.045367,-0.027958
8,0.580000,0,0.000000,193.480000,5,224.440000,2,-0.034782,-0.023935
7,1.510000,5,0.020000,0.000000,0,16.090000,1,-0.060730,-0.040489
108,1.320000,36,0.920000,26.510000,7,27.650000,26,-0.054032,-0.033272
2,1.000000,3,0.000000,0.000000,0,0.000000,0,-0.046188,-0.028698
70,1.550000,20,0.250000,15.290000,19,14.480000,10,-0.057647,-0.038836
2,0.500000,1,0.000000,0.000000,0,0.000000,0,-0.069607,-0.046458
1,1.000000,2,0.000000,0.000000,0,0.000000,0,-0.044010,-0.026868
3,1.000000,3,0.000000,0.000000,0,0.000000,1,-0.067252,-0.045966
1,0.790000,2,0.000000,0.000000,0,0.000000,0,-0.073079,-0.051640
6,0.670000,2,0.000000,0.000000,0,0.000000,0,-0.080331,-0.057377
6,1.000000,3,0.000000,0.000000,0,1.000000,2,-0.128990,-0.096126
5,1.000000,2,0.000000,1917.560000,1,0.000000,0,-0.044193,-0.027098
51,2.220000,21,0.290000,1630.390000,9,22.310000,15,-0.059814,-0.041784
1,1.000000,2,0.000000,0.000000,0,0.000000,0,-0.044010,-0.026868
2,1.010000,1,0.000000,0.000000,0,0.000000,0,-0.044010,-0.026868
1,1.000000,2,0.000000,0.000000,0,0.000000,0,-0.044010,-0.026868
26,0.830000,22,0.320000,1487.600000,1,28.750000,2,-0.052845,-0.036577
1,1.000000,2,0.000000,0.000000,0,0.000000,0,-0.044010,-0.026868
26,2.630000,14,0.780000,64.610000,1,479.020000,6,-0.051639,-0.034317
2,1.010000,3,0.250000,0.000000,0,0.000000,0,-0.038681,-0.022910
13,1.020000,1,0.000000,40.500000,4,31.580000,4,-0.054448,-0.037409
4,0.560000,1,0.950000,0.000000,0,0.000000,0,-0.041656,-0.025225
1,1.000000,2,0.000000,0.000000,0,0.000000,0,-0.044010,-0.026868
1,1.000000,2,0.000000,0.000000,0,0.000000,0,-0.044010,-0.026868
2,1.190000,1,0.000000,0.000000,0,0.000000,0,-0.044010,-0.026868
54,1.780000,18,0.400000,1649.800000,14,10.980000,8,-0.059056,-0.040076
2,1.000000,3,0.490000,0.000000,0,0.000000,0,-0.046188,-0.028698
3,1.000000,1,0.000000,0.000000,0,0.000000,0,-0.045092,-0.028558
6,0.440000,1,0.000000,356.360000,2,133.010000,1,-0.035853,-0.023261
3,1.000000,1,0.000000,0.000000,0,0.000000,0,-0.044010,-0.026868
13,0.540000,3,0.390000,21.630000,3,2.100000,4,-0.086953,-0.065318
3,0.760000,0,0.000000,0.000000,0,0.000000,0,-0.048974,-0.030982
2,1.830000,2,0.450000,0.000000,0,0.000000,0,-0.038681,-0.022910
6,1.070000,3,0.020000,0.000000,3,0.000000,0,-0.128990,-0.096126
18,1.890000,5,0.490000,250.200000,9,137.140000,4,-0.031367,-0.022701
12,1.620000,2,0.000000,0.000000,0,0.000000,0,-0.067077,-0.044371
3,0.500000,2,0.000000,0.000000,0,0.000000,0,-0.076210,-0.053390
3,1.040000,4,0.170000,0.000000,0,0.000000,0,-0.040559,-0.024661
1,1.000000,1,0.000000,0.000000,0,0.000000,0,-0.044010,-0.026868
4,1.030000,2,0.010000,0.000000,0,0.000000,0,-0.045042,-0.027975
12,0.010000,1,0.000000,121.920000,7,634.490000,1,-0.071007,-0.058092
4,0.670000,2,0.000000,0.000000,0,0.000000,0,-0.040445,-0.026031
11,0.830000,3,0.000000,242.660000,5,3.000000,3,-0.067437,-0.052695
7,0.670000,2,0.010000,0.000000,0,0.000000,0,-0.128990,-0.096126
43,1.100000,6,0.150000,1.600000,11,8.640000,11,-0.059438,-0.043218
6,0.680000,2,0.000000,0.000000,0,21.890000,1,-0.039434,-0.025041
5,0.500000,2,0.190000,0.000000,0,0.000000,0,-0.128990,-0.096126
2,0.500000,1,0.000000,0.000000,0,0.000000,0,-0.047105,-0.029508
7,0.360000,5,0.230000,871.290000,2,1032.810000,1,-0.038439,-0.023501
2,0.500000,1,0.000000,0.000000,0,0.000000,0,-0.047105,-0.029508
85,1.230000,22,1.230000,54.130000,18,1.850000,25,-0.061434,-0.040745
8,1.020000,3,0.030000,0.000000,0,21.050000,4,-0.045734,-0.028054
1,1.000000,1,0.000000,0.000000,0,0.000000,0,-0.044010,-0.026868
4,1.630000,2,0.000000,0.000000,0,0.000000,0,-0.128990,-0.096126
