0,0,0,0,0,0,0,0,0
5,0.500000,4,0.020000,0.000000,0,0.000000,0,-0.383572
7,1.270000,5,0.200000,1073.910000,1,0.000000,0,-0.411269
12,0.990000,5,0.020000,2.690000,5,0.000000,1,-0.258528
4,1.000000,1,0.000000,0.000000,0,0.000000,2,-0.507220
4,1.200000,5,0.000000,0.000000,0,0.000000,0,-0.197216
28,0.150000,5,0.050000,22.030000,10,32.450000,2,-0.815447
2,0.550000,2,0.000000,860.700000,1,0.000000,0,-0.509962
2,1.000000,1,0.000000,0.000000,0,0.000000,0,-0.047693
1,1.000000,1,0.000000,0.000000,0,0.000000,0,-0.020483
3,0.850000,2,0.000000,0.000000,0,80.850000,1,-0.395176
8,0.580000,0,0.000000,193.480000,5,224.440000,2,0.513417
7,1.510000,5,0.020000,0.000000,0,16.090000,1,-0.667946
108,1.320000,36,0.920000,26.510000,7,27.650000,26,-0.995947
2,1.000000,3,0.000000,0.000000,0,0.000000,0,-0.108746
70,1.550000,20,0.250000,15.290000,19,14.480000,10,-0.764223
2,0.500000,1,0.000000,0.000000,0,0.000000,0,-0.207366
1,1.000000,2,0.000000,0.000000,0,0.000000,0,-0.107801
3,1.000000,3,0.000000,0.000000,0,0.000000,1,-0.714385
1,0.790000,2,0.000000,0.000000,0,0.000000,0,-0.051670
6,0.670000,2,0.000000,0.000000,0,0.000000,0,-0.589821
6,1.000000,3,0.000000,0.000000,0,1.000000,2,-0.375376
5,1.000000,2,0.000000,1917.560000,1,0.000000,0,-0.097486
51,2.220000,21,0.290000,1630.390000,9,22.310000,15,-0.165737
1,1.000000,2,0.000000,0.000000,0,0.000000,0,-0.107801
2,1.010000,1,0.000000,0.000000,0,0.000000,0,-0.047693
1,1.000000,2,0.000000,0.000000,0,0.000000,0,-0.107801
26,0.830000,22,0.320000,1487.600000,1,28.750000,2,-0.808495
1,1.000000,2,0.000000,0.000000,0,0.000000,0,-0.107801
26,2.630000,14,0.780000,64.610000,1,479.020000,6,-0.846575
2,1.010000,3,0.250000,0.000000,0,0.000000,0,-0.108746
13,1.020000,1,0.000000,40.500000,4,31.580000,4,-0.925189
4,0.560000,1,0.950000,0.000000,0,0.000000,0,-0.025984
1,1.000000,2,0.000000,0.000000,0,0.000000,0,-0.107801
1,1.000000,2,0.000000,0.000000,0,0.000000,0,-0.107801
2,1.190000,1,0.000000,0.000000,0,0.000000,0,-0.047693
54,1.780000,18,0.400000,1649.800000,14,10.980000,8,-0.854733
2,1.000000,3,0.490000,0.000000,0,0.000000,0,-0.108746
3,1.000000,1,0.000000,0.000000,0,0.000000,0,-0.296578
6,0.440000,1,0.000000,356.360000,2,133.010000,1,-0.860469
3,1.000000,1,0.000000,0.000000,0,0.000000,0,0.010422
13,0.540000,3,0.390000,21.630000,3,2.100000,4,-0.930978
3,0.760000,0,0.000000,0.000000,0,0.000000,0,0.098364
2,1.830000,2,0.450000,0.000000,0,0.000000,0,-0.102408
6,1.070000,3,0.020000,0.000000,3,0.000000,0,-0.883936
18,1.890000,5,0.490000,250.200000,9,137.140000,4,-0.786405
12,1.620000,2,0.000000,0.000000,0,0.000000,0,-0.825858
3,0.500000,2,0.000000,0.000000,0,0.000000,0,-0.419034
3,1.040000,4,0.170000,0.000000,0,0.000000,0,-0.165002
1,1.000000,1,0.000000,0.000000,0,0.000000,0,-0.020483
4,1.030000,2,0.010000,0.000000,0,0.000000,0,-0.268047
12,0.010000,1,0.000000,121.920000,7,634.490000,1,0.944458
4,0.670000,2,0.000000,0.000000,0,0.000000,0,-0.461053
11,0.830000,3,0.000000,242.660000,5,3.000000,3,-0.955910
7,0.670000,2,0.010000,0.000000,0,0.000000,0,-0.456793
43,1.100000,6,0.150000,1.600000,11,8.640000,11,-0.568195
6,0.680000,2,0.000000,0.000000,0,21.890000,1,-0.388339
5,0.500000,2,0.190000,0.000000,0,0.000000,0,-0.534437
2,0.500000,1,0.000000,0.000000,0,0.000000,0,-0.207366
7,0.360000,5,0.230000,871.290000,2,1032.810000,1,-0.799619
2,0.500000,1,0.000000,0.000000,0,0.000000,0,-0.207366
85,1.230000,22,1.230000,54.130000,18,1.850000,25,-0.395629
8,1.020000,3,0.030000,0.000000,0,21.050000,4,-0.348945
1,1.000000,1,0.000000,0.000000,0,0.000000,0,-0.020483
4,1.630000,2,0.000000,0.000000,0,0.000000,0,-0.220584
2,1.070000,1,0.000000,0.000000,0,0.000000,0,-0.207366
222,1.410000,56,0.640000,1883.800000,32,8.370000,47,-0.377509
2,1.000000,2,0.000000,0.000000,0,0.000000,0,-0.035625
3,0.500000,1,0.000000,0.000000,0,0.000000,0,-0.296578
3,0.530000,2,0.000000,0.000000,0,0.000000,0,-0.227832
2,0.820000,2,0.000000,0.000000,0,0.000000,0,-0.260499
1,1.000000,1,0.000000,0.000000,0,0.000000,0,-0.020483
1,1.000000,2,0.000000,0.000000,0,0.000000,0,-0.107801
4,1.000000,3,0.000000,0.000000,0,0.000000,0,-0.397453
14,1.350000,8,0.280000,0.000000,0,15.780000,1,-0.508879
5,0.670000,2,0.000000,57.690000,2,0.000000,0,-0.905815
1,1.000000,2,0.000000,0.000000,0,0.000000,0,-0.107801
4,0.970000,4,0.670000,1279.070000,1,0.000000,0,-0.550709
3,1.000000,1,0.000000,0.000000,0,0.000000,0,-0.072178
1,1.000000,1,0.000000,0.000000,0,0.000000,0,-0.020483
4,0.080000,1,0.000000,1876.370000,1,239.840000,1,-0.735995
9,1.090000,3,0.680000,314.150000,6,1706.410000,1,-0.939151
2,0.500000,1,0.000000,0.000000,0,0.000000,0,-0.207366
5,0.980000,2,0.000000,41.090000,1,0.000000,0,-0.697657
2,0.550000,2,0.000000,0.000000,0,0.000000,0,-0.260499
1,0.510000,3,0.000000,0.000000,0,0.000000,0,-0.474932
3,1.000000,3,0.030000,0.000000,0,0.000000,0,-0.151377
15,0.750000,7,0.290000,0.000000,0,84.530000,6,-0.869791
4,1.910000,3,0.000000,0.000000,0,0.000000,0,-0.626756
2,0.500000,1,0.000000,0.000000,0,0.000000,0,-0.207366
8,1.040000,1,0.000000,0.000000,0,0.000000,1,-0.472089
6,1.010000,2,0.000000,1824.190000,3,1825.190000,1,-0.579315
1,1.000000,2,0.000000,0.000000,0,0.000000,0,-0.107801
148,2.260000,47,1.240000,1890.000000,29,18.780000,48,-0.712327
15,0.550000,4,0.000000,48.880000,3,0.000000,3,-0.718693
156,1.790000,35,0.990000,9.200000,24,31.110000,49,-0.877508
14,0.350000,5,0.000000,758.500000,2,0.000000,0,0.228566
4,0.680000,3,0.000000,0.000000,0,0.000000,0,-0.346907
2,0.670000,1,0.000000,0.000000,0,0.000000,0,-0.207366
3,0.010000,1,0.010000,0.000000,0,0.000000,0,-0.036203
127,0.270000,2,0.040000,1.120000,121,0.000000,3,0.839846
30,0.920000,2,0.000000,-0.070000,5,76.930000,11,0.817730
4,0.000000,1,0.000000,0.000000,0,0.000000,0,-0.217543
100,1.830000,13,0.230000,48.690000,34,7.590000,20,0.996450
8,0.080000,1,0.090000,0.000000,0,0.000000,0,-0.420920
4,0.640000,3,0.010000,0.000000,0,0.000000,0,-0.722261
