0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0.500000,4,0.020000,0.000000,0,0.000000,0,0.957277,0.027614,-0.770711,0.470545,-0.054623,0.158130,0.310992,0.094592,-0.008995,-0.933911,-0.413720,0.986381,0.081860,-0.039520,-0.710839,-0.761804,0.452589,-0.698584,-0.058939,0.525583,-0.825662,-0.809109,-0.079884,-0.823453,0.100985,0.712688,-0.915225,-0.001742,-0.733169,-0.289953,-0.034184,0.423934,-0.069097,0.819434,0.143889
7,1.270000,5,0.200000,0.560000,1,0.000000,0,0.959473,0.089673,-0.289220,-0.005323,-0.174166,0.078447,-0.430800,0.010524,-0.017275,-0.955368,0.477622,0.981869,0.194746,-0.077200,0.988087,-0.804164,-0.322275,-0.753718,-0.041680,-0.068574,-0.569641,-0.647366,-0.006970,-0.955234,0.763208,-0.785999,-0.830760,0.038259,-0.917484,-0.032795,0.201691,0.426760,-0.013967,0.852778,0.114933
12,0.990000,5,0.020000,0.000000,5,0.000000,1,0.869569,0.044764,0.725708,-0.130696,0.032814,-0.063622,-0.800506,0.154178,-0.113759,-0.920240,0.031766,0.934673,0.423142,0.168922,0.577856,-0.841654,-0.631919,-0.223701,-0.004698,-0.633359,-0.600817,-0.471105,-0.001928,-0.744511,0.207461,-0.705564,-0.458886,0.089379,-0.696359,-0.580292,-0.415618,-0.032919,-0.014606,0.943874,0.020279
4,1.000000,1,0.000000,0.000000,0,0.000000,2,-0.000953,-0.252016,0.062412,-0.370337,0.025389,0.000621,-0.262276,0.679534,-0.206214,-0.117682,-0.032942,-0.054577,0.486752,-0.402065,-0.038704,-0.015001,0.326293,-0.056498,0.010899,0.001288,-0.086939,0.012574,-0.769323,0.002277,-0.645753,-0.006965,-0.351809,0.569186,-0.019301,0.048123,0.431047,-0.016397,0.058117,0.650781,0.760622
4,1.200000,5,0.000000,0.000000,0,0.000000,0,0.072354,0.286233,-0.631453,-0.391168,-0.028050,0.000767,-0.500381,0.048034,0.000266,-0.035132,0.008592,0.279061,0.045423,-0.001518,0.977198,-0.020905,-0.023607,-0.008419,-0.063728,0.013862,-0.805726,-0.018116,-0.115188,-0.052815,0.667253,-0.453587,-0.000363,0.000997,-0.444162,-0.094709,0.150693,0.931521,-0.092440,0.131592,0.005375
28,0.150000,5,0.050000,0.010000,10,0.020000,2,0.005616,0.376841,0.444840,0.384442,-0.365965,0.774564,0.364051,-0.125034,0.091539,-0.002596,0.075371,0.006462,-0.065752,-0.797852,0.010526,0.184189,-0.012116,-0.000409,-0.792513,0.012602,-0.339523,0.218180,0.604435,-0.005078,0.110293,0.801237,0.046289,0.001050,0.556873,-0.030443,-0.045809,0.943286,0.126127,0.490222,0.004760
2,0.550000,2,0.000000,0.450000,1,0.000000,0,0.084887,-0.084307,0.324461,-0.492680,-0.015494,0.018555,-0.256111,0.664045,-0.216242,-0.055557,-0.007179,-0.001007,0.412093,0.153596,-0.106722,0.080605,-0.006646,-0.002855,-0.114635,-0.026539,-0.819895,-0.010117,-0.353724,-0.026116,-0.095159,-0.244356,0.001923,0.001279,-0.372383,0.034311,-0.696468,-0.397083,-0.221413,0.344426,0.005003
2,1.000000,1,0.000000,0.000000,0,0.000000,0,-0.237583,0.073545,0.535569,-0.148052,-0.325815,0.180647,0.177281,0.173332,-0.056038,-0.891511,-0.061692,0.327526,0.044940,0.106099,-0.252972,-0.467458,-0.224397,-0.223002,-0.005659,-0.515611,-0.581039,-0.595764,-0.007081,-0.377603,-0.212437,-0.596895,-0.772273,0.050422,-0.745368,0.139800,-0.132681,-0.043320,-0.022281,0.750037,0.035515
1,1.000000,1,0.000000,0.000000,0,0.000000,0,-0.279876,0.028363,0.371864,-0.051535,-0.133430,0.270071,0.138861,0.169896,-0.070556,-0.701131,-0.285943,0.002220,0.248836,0.102921,-0.471069,-0.399456,-0.075671,-0.097851,-0.010524,-0.511115,-0.543602,-0.629909,-0.008816,-0.267205,-0.342649,-0.335901,-0.351117,0.070621,-0.660340,0.121581,-0.136269,-0.010916,-0.027792,0.703009,0.048327
3,0.850000,2,0.000000,0.000000,0,0.040000,1,0.067635,-0.909997,0.014335,-0.669762,0.096474,-0.788700,0.019054,-0.314763,0.514276,0.001538,-0.111986,-0.000501,-0.142220,-0.667776,-0.012701,-0.114673,0.259515,0.005357,0.698044,0.056199,0.005330,0.445446,0.559419,0.790657,-0.000421,0.571777,-0.266277,0.056182,0.836053,0.250197,-0.285080,0.774549,0.229429,-0.590142,0.064150
8,0.580000,0,0.000000,0.100000,5,0.120000,2,-0.444903,-0.439131,0.088618,-0.327469,-0.683469,-0.757494,-0.053504,0.058543,-0.475290,-0.022595,-0.484131,-0.509887,-0.213788,0.037416,0.115307,-0.727545,0.771662,0.480774,0.599528,0.061668,0.135588,0.889848,0.134436,0.777812,-0.377345,0.219481,-0.146157,0.733537,0.378853,0.520601,0.064259,-0.054117,0.610883,-0.228510,-0.132773
7,1.510000,5,0.020000,0.000000,0,0.010000,1,0.005551,0.275610,-0.230664,0.512539,-0.177550,0.458578,0.541662,0.545937,0.026503,-0.031659,-0.072349,0.009104,0.397724,-0.526689,-0.112812,0.110867,0.052822,-0.002769,-0.425824,0.004230,-0.317329,0.032736,0.721804,-0.019958,-0.066486,0.510085,-0.058178,0.007712,-0.196391,-0.015904,0.116273,0.891739,-0.379808,0.512176,0.011843
108,1.320000,36,0.920000,0.010000,7,0.010000,26,0.006158,0.162403,-0.004990,-0.009950,0.330916,0.155465,-0.323390,-0.302497,0.000177,0.651272,-0.966950,0.200068,0.100844,-0.912507,-0.319372,-0.008294,0.494715,-0.785429,0.039639,0.008750,-0.103179,0.153879,-0.993213,0.015829,-0.459406,0.030449,0.981595,0.728462,0.001417,0.047071,0.289112,0.145984,0.819196,0.628394,0.955121
2,1.000000,3,0.000000,0.000000,0,0.000000,0,0.159260,0.200100,0.059531,-0.478025,-0.057605,0.003989,-0.134306,0.522320,0.027339,-0.048021,0.002941,0.055518,0.099495,0.015045,0.181462,-0.025236,0.004252,-0.002121,-0.063353,-0.003058,-0.830192,-0.014026,-0.133807,-0.043279,0.114697,-0.346689,-0.002335,0.001436,-0.470400,-0.127494,-0.439815,-0.191586,-0.192219,0.240061,0.005026
70,1.550000,20,0.250000,0.010000,19,0.010000,10,0.074186,0.395389,0.833829,-0.130578,-0.043612,0.160828,-0.277001,-0.003272,0.026654,-0.002395,-0.043199,0.048641,0.603766,-0.224505,0.131494,-0.026175,-0.012208,-0.026490,-0.651876,0.143058,-0.777809,-0.088592,-0.326560,0.297221,0.160040,0.774064,0.011981,-0.000128,0.280022,-0.248477,-0.007807,0.986021,0.401012,0.475020,0.003669
2,0.500000,1,0.000000,0.000000,0,0.000000,0,-0.086264,-0.039441,0.304519,-0.453796,0.699128,0.462695,-0.333519,0.066031,-0.062847,-0.179975,-0.570835,-0.056624,0.241034,-0.285640,-0.900107,-0.488653,0.226267,-0.233054,-0.058336,-0.293100,-0.285712,-0.512403,-0.000938,0.506925,-0.270732,0.695623,-0.639384,0.234525,-0.545163,-0.054405,-0.218397,0.206414,-0.018206,0.528393,0.068710
1,1.000000,2,0.000000,0.000000,0,0.000000,0,0.088666,-0.108397,0.185359,-0.413802,-0.008113,0.026617,0.228229,0.657362,-0.025801,-0.037253,-0.009288,-0.002916,0.284817,0.027716,-0.141186,-0.008717,0.014168,-0.001657,-0.103658,-0.027743,-0.676772,-0.018292,-0.241047,-0.033453,-0.111422,-0.170729,-0.013414,0.001170,-0.420986,-0.012734,-0.397003,-0.207242,-0.331826,0.321461,0.005774
3,1.000000,3,0.000000,0.000000,0,0.000000,1,0.292187,-0.683108,0.057512,-0.757619,0.065572,-0.029150,-0.214322,0.576266,0.104056,-0.052199,-0.030996,-0.004118,0.663943,-0.481273,-0.141141,-0.115850,0.318252,-0.001963,-0.253342,0.158670,-0.221942,0.195795,-0.600099,0.445085,-0.053333,0.130428,-0.027266,0.016945,-0.516437,-0.236867,0.750750,0.348716,-0.429262,-0.046355,0.046580
1,0.790000,2,0.000000,0.000000,0,0.000000,0,0.098489,0.496423,-0.158876,-0.239114,-0.088172,0.064516,0.159970,0.008442,0.091029,-0.016060,0.059206,0.027546,-0.098917,-0.014464,0.088019,0.012091,-0.003854,-0.001763,-0.261675,0.014737,-0.351595,-0.003315,-0.025060,-0.018692,0.121826,-0.261959,-0.005337,0.001734,-0.224849,-0.071926,0.057659,0.094443,-0.156368,0.229980,0.005091
6,0.670000,2,0.000000,0.000000,0,0.000000,0,0.002116,-0.953734,0.012388,-0.824111,-0.855155,-0.943289,0.339392,-0.304664,0.922317,0.002335,-0.323891,-0.000120,-0.677495,-0.988887,-0.010393,0.087957,0.072113,0.002214,0.990195,0.010363,-0.000659,0.918354,0.695727,0.396405,-0.000010,0.812846,-0.434483,-0.053003,0.954035,-0.492418,-0.499268,0.984878,0.970063,-0.273291,0.024550
6,1.000000,3,0.000000,0.000000,0,0.000000,2,0.001213,0.375554,-0.445951,-0.096535,-0.104605,0.000485,-0.583887,0.081131,0.001489,-0.077736,0.131317,0.868844,0.105183,-0.383606,-0.569313,-0.003030,0.026749,-0.116871,-0.000443,0.001348,-0.183117,-0.007850,-0.665831,-0.003000,0.965462,-0.027964,-0.069023,0.567110,-0.004721,-0.007841,0.392257,0.191589,0.007351,0.631861,0.705723
5,1.000000,2,0.000000,1.000000,1,0.000000,0,-0.597198,0.001890,0.434978,-0.039500,-0.140570,-0.078508,0.042180,0.836967,-0.201729,-0.879791,-0.040188,0.003079,-0.061849,0.099966,-0.501617,-0.002046,0.496855,0.010878,-0.040711,-0.610855,-0.323335,-0.198380,-0.243404,-0.158065,-0.391216,-0.663544,-0.179820,0.026224,-0.815368,0.839889,-0.779853,-0.168025,-0.419350,-0.213950,0.150204
51,2.220000,21,0.290000,0.850000,9,0.010000,15,0.955002,0.059736,0.493445,0.072475,-0.224751,0.489728,0.717564,0.107936,-0.023032,-0.409749,-0.160243,0.975461,0.275367,-0.229764,-0.812479,-0.601633,-0.650685,0.014439,-0.147459,0.888991,-0.911712,-0.839231,-0.142286,0.979483,-0.553538,0.841975,0.995767,-0.100037,-0.058642,-0.080443,-0.009065,0.612780,0.049057,0.574510,0.069026
1,1.000000,2,0.000000,0.000000,0,0.000000,0,0.088666,-0.108397,0.185359,-0.413802,-0.008113,0.026617,0.228229,0.657362,-0.025801,-0.037253,-0.009288,-0.002916,0.284817,0.027716,-0.141186,-0.008717,0.014168,-0.001657,-0.103658,-0.027743,-0.676772,-0.018292,-0.241047,-0.033453,-0.111422,-0.170729,-0.013414,0.001170,-0.420986,-0.012734,-0.397003,-0.207242,-0.331826,0.321461,0.005774
2,1.010000,1,0.000000,0.000000,0,0.000000,0,-0.237583,0.073545,0.535569,-0.148052,-0.325815,0.180647,0.177281,0.173332,-0.056038,-0.891511,-0.061692,0.327526,0.044940,0.106099,-0.252972,-0.467458,-0.224397,-0.223002,-0.005659,-0.515611,-0.581039,-0.595764,-0.007081,-0.377603,-0.212437,-0.596895,-0.772273,0.050422,-0.745368,0.139800,-0.132681,-0.043320,-0.022281,0.750037,0.035515
1,1.000000,2,0.000000,0.000000,0,0.000000,0,0.088666,-0.108397,0.185359,-0.413802,-0.008113,0.026617,0.228229,0.657362,-0.025801,-0.037253,-0.009288,-0.002916,0.284817,0.027716,-0.141186,-0.008717,0.014168,-0.001657,-0.103658,-0.027743,-0.676772,-0.018292,-0.241047,-0.033453,-0.111422,-0.170729,-0.013414,0.001170,-0.420986,-0.012734,-0.397003,-0.207242,-0.331826,0.321461,0.005774
26,0.830000,22,0.320000,0.770000,1,0.010000,2,0.018298,0.350980,-0.730378,-0.074585,-0.031849,0.036628,-0.493512,0.021902,0.022049,-0.051416,-0.102113,0.118534,0.563790,-0.138435,0.523963,-0.162611,-0.000131,-0.010158,-0.201765,0.001380,-0.119880,-0.046907,-0.164911,-0.074648,-0.019114,0.433159,-0.013816,0.003836,0.734115,0.421455,0.339260,0.874580,-0.180107,0.647300,0.008507
1,1.000000,2,0.000000,0.000000,0,0.000000,0,0.088666,-0.108397,0.185359,-0.413802,-0.008113,0.026617,0.228229,0.657362,-0.025801,-0.037253,-0.009288,-0.002916,0.284817,0.027716,-0.141186,-0.008717,0.014168,-0.001657,-0.103658,-0.027743,-0.676772,-0.018292,-0.241047,-0.033453,-0.111422,-0.170729,-0.013414,0.001170,-0.420986,-0.012734,-0.397003,-0.207242,-0.331826,0.321461,0.005774
26,2.630000,14,0.780000,0.030000,1,0.250000,6,0.144676,0.123088,-0.999207,-0.529742,-0.501357,0.038850,0.994721,-0.012017,-0.043757,-0.085727,0.820304,0.703125,0.151411,-0.105866,-0.896448,0.239985,-0.045042,0.612146,-0.128057,0.101617,-0.998602,-0.070847,-0.986930,-0.189167,-0.744333,0.411302,0.776367,-0.013826,0.690006,-0.005014,-0.053645,0.893790,0.067524,0.005313,0.015400
2,1.010000,3,0.250000,0.000000,0,0.000000,0,0.159260,0.200100,0.059531,-0.478025,-0.057605,0.003989,-0.134306,0.522320,0.027339,-0.048021,0.002941,0.055518,0.099495,0.015045,0.181462,-0.025236,0.004252,-0.002121,-0.063353,-0.003058,-0.830192,-0.014026,-0.133807,-0.043279,0.114697,-0.346689,-0.002335,0.001436,-0.470400,-0.127494,-0.439815,-0.191586,-0.192219,0.240061,0.005026
13,1.020000,1,0.000000,0.020000,4,0.020000,4,0.007466,0.672221,-0.446117,0.492226,-0.934452,-0.921301,0.931625,-0.014848,0.303309,-0.252133,-0.897207,-0.039458,-0.603000,-0.988364,-0.161785,0.654022,0.069957,0.908853,0.624081,0.063642,-0.009812,0.963926,0.122838,0.772589,-0.023831,0.956548,0.822087,-0.901701,0.974482,-0.001056,-0.015859,0.604277,0.066668,-0.684294,-0.115394
4,0.560000,1,0.950000,0.000000,0,0.000000,0,0.648763,0.062913,0.589318,0.115617,-0.115490,0.055518,0.358125,0.015694,0.028184,-0.809964,0.194639,0.467207,-0.011431,-0.044973,0.815235,0.001396,-0.086605,-0.086211,-0.473021,0.072355,-0.539467,-0.037387,-0.392330,-0.613353,0.815619,-0.906078,-0.021157,0.003913,-0.553507,-0.128793,0.159575,0.235661,-0.065178,0.034704,0.167814
1,1.000000,2,0.000000,0.000000,0,0.000000,0,0.088666,-0.108397,0.185359,-0.413802,-0.008113,0.026617,0.228229,0.657362,-0.025801,-0.037253,-0.009288,-0.002916,0.284817,0.027716,-0.141186,-0.008717,0.014168,-0.001657,-0.103658,-0.027743,-0.676772,-0.018292,-0.241047,-0.033453,-0.111422,-0.170729,-0.013414,0.001170,-0.420986,-0.012734,-0.397003,-0.207242,-0.331826,0.321461,0.005774
1,1.000000,2,0.000000,0.000000,0,0.000000,0,0.088666,-0.108397,0.185359,-0.413802,-0.008113,0.026617,0.228229,0.657362,-0.025801,-0.037253,-0.009288,-0.002916,0.284817,0.027716,-0.141186,-0.008717,0.014168,-0.001657,-0.103658,-0.027743,-0.676772,-0.018292,-0.241047,-0.033453,-0.111422,-0.170729,-0.013414,0.001170,-0.420986,-0.012734,-0.397003,-0.207242,-0.331826,0.321461,0.005774
2,1.190000,1,0.000000,0.000000,0,0.000000,0,-0.237583,0.073545,0.535569,-0.148052,-0.325815,0.180647,0.177281,0.173332,-0.056038,-0.891511,-0.061692,0.327526,0.044940,0.106099,-0.252972,-0.467458,-0.224397,-0.223002,-0.005659,-0.515611,-0.581039,-0.595764,-0.007081,-0.377603,-0.212437,-0.596895,-0.772273,0.050422,-0.745368,0.139800,-0.132681,-0.043320,-0.022281,0.750037,0.035515
54,1.780000,18,0.400000,0.860000,14,0.010000,8,0.543665,0.365327,-0.110455,0.791160,-0.119653,0.803549,0.777695,0.001504,0.105607,-0.775184,-0.919103,0.854466,-0.662450,-0.891818,-0.646998,0.520001,0.416666,-0.689168,-0.117320,0.313304,-0.118066,0.789289,0.050015,-0.117789,-0.573066,0.825347,-0.125844,-0.071320,0.941848,0.012782,0.014592,0.299808,-0.019694,-0.548306,0.154025
2,1.000000,3,0.490000,0.000000,0,0.000000,0,0.159260,0.200100,0.059531,-0.478025,-0.057605,0.003989,-0.134306,0.522320,0.027339,-0.048021,0.002941,0.055518,0.099495,0.015045,0.181462,-0.025236,0.004252,-0.002121,-0.063353,-0.003058,-0.830192,-0.014026,-0.133807,-0.043279,0.114697,-0.346689,-0.002335,0.001436,-0.470400,-0.127494,-0.439815,-0.191586,-0.192219,0.240061,0.005026
3,1.000000,1,0.000000,0.000000,0,0.000000,0,-0.236440,-0.253428,0.019553,-0.744343,0.689258,0.387885,-0.184098,-0.024535,0.246945,0.096150,-0.724324,-0.143013,0.228664,-0.827232,-0.728866,-0.091628,0.493298,-0.295387,-0.039183,0.047634,-0.093876,0.296731,0.047461,0.601616,-0.056421,0.828278,-0.514757,0.245018,0.643649,-0.023550,-0.186979,0.267349,0.026808,-0.465853,0.139016
6,0.440000,1,0.000000,0.190000,2,0.070000,1,-0.034427,-0.374900,0.167835,-0.953734,0.098834,-0.707104,-0.022641,-0.026969,0.506313,0.349448,-0.745699,-0.147762,0.729200,-0.291632,-0.562217,-0.741136,0.791226,-0.184181,0.476422,0.211251,-0.116524,0.631172,0.029989,0.846684,-0.017102,0.843072,-0.036235,0.307723,0.837905,0.184981,-0.325110,0.272639,0.135973,-0.244484,0.297439
3,1.000000,1,0.000000,0.000000,0,0.000000,0,-0.214211,0.004568,0.504434,-0.053924,-0.079015,0.078906,0.110171,0.525347,-0.100847,-0.819810,-0.023688,0.072067,-0.029014,-0.012477,-0.443411,-0.028080,0.289545,-0.050870,-0.078206,-0.465794,-0.626790,-0.338033,-0.232815,-0.536632,-0.259250,-0.690667,-0.166825,0.004155,-0.756742,0.468531,-0.347707,-0.050668,-0.442735,0.054574,0.152267
13,0.540000,3,0.390000,0.010000,3,0.000000,4,0.027561,0.542602,-0.300698,-0.360733,-0.234021,0.092930,-0.513111,0.208823,0.406114,0.006738,-0.725122,0.302038,0.577521,-0.377184,-0.144788,0.071381,-0.040444,-0.415204,0.158323,0.000800,-0.401577,-0.093595,-0.941740,0.007359,-0.528007,0.086326,0.990069,-0.504591,0.030835,-0.002171,0.161891,0.369570,0.396342,0.806270,0.760949
3,0.760000,0,0.000000,0.000000,0,0.000000,0,0.404513,0.102737,0.526824,0.076552,-0.181759,0.268093,0.572039,0.019277,0.239961,-0.703899,0.375765,0.155916,-0.057261,0.000537,0.474363,0.016358,-0.125668,-0.067046,-0.235846,-0.045592,-0.151283,-0.007644,-0.001651,-0.380673,0.243060,-0.656279,-0.090604,-0.000495,-0.220934,-0.022469,0.016982,0.025146,-0.036821,0.029542,-0.118735
